trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,imageSetLvl,imageSetName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,15.093432299996493,None,,,,,,,
